ID;Commute Distance;Region;Purchased Bike;;ID,Commute Distance,Region,Purchased Bike;ID,Commute Distance,Region,Purchased Bike;;;;;
24273;5-10 Miles;Pacific;Yes;;24273,5-10 Miles,Pacific,Yes;24273,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""24273"" }},";"{""data"": { ""id"":""24273"" }},"
26547;5-10 Miles;Pacific;Yes;;26547,5-10 Miles,Pacific,Yes;26547,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26547"" }},";"{""data"": { ""id"":""26547"" }},"
22500;0-1 Miles;Europe;Yes;;22500,0-1 Miles,Europe,Yes;22500,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22500"" }},";"{""data"": { ""id"":""22500"" }},"
23993;0-1 Miles;Pacific;Yes;;23993,0-1 Miles,Pacific,Yes;23993,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""23993"" }},";"{""data"": { ""id"":""23993"" }},"
14832;0-1 Miles;Europe;Yes;;14832,0-1 Miles,Europe,Yes;14832,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14832"" }},";"{""data"": { ""id"":""14832"" }},"
16614;10+ Miles;Pacific;No;;16614,10+ Miles,Pacific,No;16614,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""16614"" }},";"{""data"": { ""id"":""16614"" }},"
20877;1-2 Miles;Europe;Yes;;20877,1-2 Miles,Europe,Yes;20877,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20877"" }},";"{""data"": { ""id"":""20877"" }},"
20729;0-1 Miles;Europe;No;;20729,0-1 Miles,Europe,No;20729,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20729"" }},";"{""data"": { ""id"":""20729"" }},"
22464;0-1 Miles;Europe;Yes;;22464,0-1 Miles,Europe,Yes;22464,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22464"" }},";"{""data"": { ""id"":""22464"" }},"
19475;0-1 Miles;Europe;Yes;;19475,0-1 Miles,Europe,Yes;19475,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19475"" }},";"{""data"": { ""id"":""19475"" }},"
19675;5-10 Miles;Pacific;No;;19675,5-10 Miles,Pacific,No;19675,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""19675"" }},";"{""data"": { ""id"":""19675"" }},"
12728;1-2 Miles;Europe;No;;12728,1-2 Miles,Europe,No;12728,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""12728"" }},";"{""data"": { ""id"":""12728"" }},"
26154;5-10 Miles;Pacific;Yes;;26154,5-10 Miles,Pacific,Yes;26154,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26154"" }},";"{""data"": { ""id"":""26154"" }},"
29117;0-1 Miles;Pacific;No;;29117,0-1 Miles,Pacific,No;29117,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""29117"" }},";"{""data"": { ""id"":""29117"" }},"
17845;1-2 Miles;Europe;No;;17845,1-2 Miles,Europe,No;17845,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""17845"" }},";"{""data"": { ""id"":""17845"" }},"
25058;2-5 Miles;Pacific;No;;25058,2-5 Miles,Pacific,No;25058,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""25058"" }},";"{""data"": { ""id"":""25058"" }},"
23426;0-1 Miles;Pacific;No;;23426,0-1 Miles,Pacific,No;23426,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""23426"" }},";"{""data"": { ""id"":""23426"" }},"
14798;0-1 Miles;Europe;Yes;;14798,0-1 Miles,Europe,Yes;14798,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14798"" }},";"{""data"": { ""id"":""14798"" }},"
12664;0-1 Miles;Europe;No;;12664,0-1 Miles,Europe,No;12664,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12664"" }},";"{""data"": { ""id"":""12664"" }},"
23979;0-1 Miles;Europe;No;;23979,0-1 Miles,Europe,No;23979,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""23979"" }},";"{""data"": { ""id"":""23979"" }},"
25605;0-1 Miles;Europe;Yes;;25605,0-1 Miles,Europe,Yes;25605,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25605"" }},";"{""data"": { ""id"":""25605"" }},"
20797;0-1 Miles;Europe;No;;20797,0-1 Miles,Europe,No;20797,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20797"" }},";"{""data"": { ""id"":""20797"" }},"
21980;5-10 Miles;Pacific;Yes;;21980,5-10 Miles,Pacific,Yes;21980,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21980"" }},";"{""data"": { ""id"":""21980"" }},"
25460;0-1 Miles;Europe;Yes;;25460,0-1 Miles,Europe,Yes;25460,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25460"" }},";"{""data"": { ""id"":""25460"" }},"
29181;0-1 Miles;Pacific;Yes;;29181,0-1 Miles,Pacific,Yes;29181,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""29181"" }},";"{""data"": { ""id"":""29181"" }},"
24279;1-2 Miles;Pacific;No;;24279,1-2 Miles,Pacific,No;24279,1-2 Miles,Pacific,No;;;;"{""data"": { ""id"":""24279"" }},";"{""data"": { ""id"":""24279"" }},"
22402;2-5 Miles;Pacific;Yes;;22402,2-5 Miles,Pacific,Yes;22402,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22402"" }},";"{""data"": { ""id"":""22402"" }},"
15465;0-1 Miles;Pacific;No;;15465,0-1 Miles,Pacific,No;15465,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""15465"" }},";"{""data"": { ""id"":""15465"" }},"
26757;2-5 Miles;Pacific;Yes;;26757,2-5 Miles,Pacific,Yes;26757,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26757"" }},";"{""data"": { ""id"":""26757"" }},"
14233;10+ Miles;Pacific;No;;14233,10+ Miles,Pacific,No;14233,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""14233"" }},";"{""data"": { ""id"":""14233"" }},"
14058;5-10 Miles;Pacific;Yes;;14058,5-10 Miles,Pacific,Yes;14058,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""14058"" }},";"{""data"": { ""id"":""14058"" }},"
12273;0-1 Miles;Europe;No;;12273,0-1 Miles,Europe,No;12273,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12273"" }},";"{""data"": { ""id"":""12273"" }},"
17203;5-10 Miles;Europe;Yes;;17203,5-10 Miles,Europe,Yes;17203,5-10 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17203"" }},";"{""data"": { ""id"":""17203"" }},"
18144;2-5 Miles;Europe;No;;18144,2-5 Miles,Europe,No;18144,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""18144"" }},";"{""data"": { ""id"":""18144"" }},"
23963;0-1 Miles;Europe;No;;23963,0-1 Miles,Europe,No;23963,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""23963"" }},";"{""data"": { ""id"":""23963"" }},"
17907;2-5 Miles;Pacific;No;;17907,2-5 Miles,Pacific,No;17907,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""17907"" }},";"{""data"": { ""id"":""17907"" }},"
19442;0-1 Miles;Europe;Yes;;19442,0-1 Miles,Europe,Yes;19442,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19442"" }},";"{""data"": { ""id"":""19442"" }},"
17504;5-10 Miles;Pacific;Yes;;17504,5-10 Miles,Pacific,Yes;17504,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""17504"" }},";"{""data"": { ""id"":""17504"" }},"
12253;0-1 Miles;Pacific;Yes;;12253,0-1 Miles,Pacific,Yes;12253,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""12253"" }},";"{""data"": { ""id"":""12253"" }},"
27304;5-10 Miles;Europe;No;;27304,5-10 Miles,Europe,No;27304,5-10 Miles,Europe,No;;;;"{""data"": { ""id"":""27304"" }},";"{""data"": { ""id"":""27304"" }},"
14191;10+ Miles;Europe;Yes;;14191,10+ Miles,Europe,Yes;14191,10+ Miles,Europe,Yes;;;;"{""data"": { ""id"":""14191"" }},";"{""data"": { ""id"":""14191"" }},"
12212;0-1 Miles;Europe;Yes;;12212,0-1 Miles,Europe,Yes;12212,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12212"" }},";"{""data"": { ""id"":""12212"" }},"
25529;0-1 Miles;Europe;No;;25529,0-1 Miles,Europe,No;25529,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""25529"" }},";"{""data"": { ""id"":""25529"" }},"
22170;1-2 Miles;Pacific;Yes;;22170,1-2 Miles,Pacific,Yes;22170,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22170"" }},";"{""data"": { ""id"":""22170"" }},"
19445;0-1 Miles;Europe;No;;19445,0-1 Miles,Europe,No;19445,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""19445"" }},";"{""data"": { ""id"":""19445"" }},"
15265;5-10 Miles;Pacific;Yes;;15265,5-10 Miles,Pacific,Yes;15265,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""15265"" }},";"{""data"": { ""id"":""15265"" }},"
28918;10+ Miles;Europe;No;;28918,10+ Miles,Europe,No;28918,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""28918"" }},";"{""data"": { ""id"":""28918"" }},"
15799;2-5 Miles;Pacific;Yes;;15799,2-5 Miles,Pacific,Yes;15799,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""15799"" }},";"{""data"": { ""id"":""15799"" }},"
11047;1-2 Miles;Pacific;Yes;;11047,1-2 Miles,Pacific,Yes;11047,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11047"" }},";"{""data"": { ""id"":""11047"" }},"
18151;10+ Miles;Europe;No;;18151,10+ Miles,Europe,No;18151,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""18151"" }},";"{""data"": { ""id"":""18151"" }},"
20606;10+ Miles;Pacific;Yes;;20606,10+ Miles,Pacific,Yes;20606,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""20606"" }},";"{""data"": { ""id"":""20606"" }},"
19482;0-1 Miles;Europe;Yes;;19482,0-1 Miles,Europe,Yes;19482,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19482"" }},";"{""data"": { ""id"":""19482"" }},"
16489;5-10 Miles;Pacific;No;;16489,5-10 Miles,Pacific,No;16489,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""16489"" }},";"{""data"": { ""id"":""16489"" }},"
26944;0-1 Miles;Europe;Yes;;26944,0-1 Miles,Europe,Yes;26944,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""26944"" }},";"{""data"": { ""id"":""26944"" }},"
15682;10+ Miles;Europe;No;;15682,10+ Miles,Europe,No;15682,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""15682"" }},";"{""data"": { ""id"":""15682"" }},"
26032;10+ Miles;Pacific;No;;26032,10+ Miles,Pacific,No;26032,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""26032"" }},";"{""data"": { ""id"":""26032"" }},"
17843;0-1 Miles;Europe;No;;17843,0-1 Miles,Europe,No;17843,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""17843"" }},";"{""data"": { ""id"":""17843"" }},"
25559;0-1 Miles;Pacific;Yes;;25559,0-1 Miles,Pacific,Yes;25559,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""25559"" }},";"{""data"": { ""id"":""25559"" }},"
16209;1-2 Miles;Europe;No;;16209,1-2 Miles,Europe,No;16209,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""16209"" }},";"{""data"": { ""id"":""16209"" }},"
11147;0-1 Miles;Pacific;Yes;;11147,0-1 Miles,Pacific,Yes;11147,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11147"" }},";"{""data"": { ""id"":""11147"" }},"
15214;1-2 Miles;Pacific;Yes;;15214,1-2 Miles,Pacific,Yes;15214,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""15214"" }},";"{""data"": { ""id"":""15214"" }},"
11453;10+ Miles;Pacific;Yes;;11453,10+ Miles,Pacific,Yes;11453,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11453"" }},";"{""data"": { ""id"":""11453"" }},"
24584;2-5 Miles;Pacific;No;;24584,2-5 Miles,Pacific,No;24584,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""24584"" }},";"{""data"": { ""id"":""24584"" }},"
12585;2-5 Miles;Pacific;Yes;;12585,2-5 Miles,Pacific,Yes;12585,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""12585"" }},";"{""data"": { ""id"":""12585"" }},"
18626;1-2 Miles;Europe;Yes;;18626,1-2 Miles,Europe,Yes;18626,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""18626"" }},";"{""data"": { ""id"":""18626"" }},"
29298;5-10 Miles;Pacific;Yes;;29298,5-10 Miles,Pacific,Yes;29298,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""29298"" }},";"{""data"": { ""id"":""29298"" }},"
24842;2-5 Miles;Europe;No;;24842,2-5 Miles,Europe,No;24842,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""24842"" }},";"{""data"": { ""id"":""24842"" }},"
15657;0-1 Miles;Europe;Yes;;15657,0-1 Miles,Europe,Yes;15657,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""15657"" }},";"{""data"": { ""id"":""15657"" }},"
11415;10+ Miles;Europe;No;;11415,10+ Miles,Europe,No;11415,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""11415"" }},";"{""data"": { ""id"":""11415"" }},"
28729;1-2 Miles;Europe;Yes;;28729,1-2 Miles,Europe,Yes;28729,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""28729"" }},";"{""data"": { ""id"":""28729"" }},"
22633;0-1 Miles;Europe;Yes;;22633,0-1 Miles,Europe,Yes;22633,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""22633"" }},";"{""data"": { ""id"":""22633"" }},"
25649;0-1 Miles;Europe;Yes;;25649,0-1 Miles,Europe,Yes;25649,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25649"" }},";"{""data"": { ""id"":""25649"" }},"
14669;0-1 Miles;Pacific;No;;14669,0-1 Miles,Pacific,No;14669,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""14669"" }},";"{""data"": { ""id"":""14669"" }},"
19299;0-1 Miles;Europe;Yes;;19299,0-1 Miles,Europe,Yes;19299,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""19299"" }},";"{""data"": { ""id"":""19299"" }},"
20946;2-5 Miles;Europe;No;;20946,2-5 Miles,Europe,No;20946,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""20946"" }},";"{""data"": { ""id"":""20946"" }},"
11451;10+ Miles;Pacific;Yes;;11451,10+ Miles,Pacific,Yes;11451,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""11451"" }},";"{""data"": { ""id"":""11451"" }},"
25553;0-1 Miles;Europe;Yes;;25553,0-1 Miles,Europe,Yes;25553,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25553"" }},";"{""data"": { ""id"":""25553"" }},"
27951;2-5 Miles;Europe;Yes;;27951,2-5 Miles,Europe,Yes;27951,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""27951"" }},";"{""data"": { ""id"":""27951"" }},"
25026;5-10 Miles;Pacific;No;;25026,5-10 Miles,Pacific,No;25026,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""25026"" }},";"{""data"": { ""id"":""25026"" }},"
13673;0-1 Miles;Europe;No;;13673,0-1 Miles,Europe,No;13673,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""13673"" }},";"{""data"": { ""id"":""13673"" }},"
16043;0-1 Miles;Europe;No;;16043,0-1 Miles,Europe,No;16043,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""16043"" }},";"{""data"": { ""id"":""16043"" }},"
22399;1-2 Miles;Pacific;Yes;;22399,1-2 Miles,Pacific,Yes;22399,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22399"" }},";"{""data"": { ""id"":""22399"" }},"
27696;5-10 Miles;Pacific;Yes;;27696,5-10 Miles,Pacific,Yes;27696,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""27696"" }},";"{""data"": { ""id"":""27696"" }},"
25313;1-2 Miles;Europe;No;;25313,1-2 Miles,Europe,No;25313,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""25313"" }},";"{""data"": { ""id"":""25313"" }},"
13813;0-1 Miles;Europe;No;;13813,0-1 Miles,Europe,No;13813,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""13813"" }},";"{""data"": { ""id"":""13813"" }},"
18711;10+ Miles;Pacific;No;;18711,10+ Miles,Pacific,No;18711,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""18711"" }},";"{""data"": { ""id"":""18711"" }},"
19650;0-1 Miles;Pacific;No;;19650,0-1 Miles,Pacific,No;19650,0-1 Miles,Pacific,No;;;;"{""data"": { ""id"":""19650"" }},";"{""data"": { ""id"":""19650"" }},"
14135;1-2 Miles;Europe;No;;14135,1-2 Miles,Europe,No;14135,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""14135"" }},";"{""data"": { ""id"":""14135"" }},"
12833;0-1 Miles;Europe;Yes;;12833,0-1 Miles,Europe,Yes;12833,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12833"" }},";"{""data"": { ""id"":""12833"" }},"
26849;0-1 Miles;Europe;No;;26849,0-1 Miles,Europe,No;26849,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""26849"" }},";"{""data"": { ""id"":""26849"" }},"
20962;0-1 Miles;Europe;No;;20962,0-1 Miles,Europe,No;20962,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20962"" }},";"{""data"": { ""id"":""20962"" }},"
28915;10+ Miles;Europe;No;;28915,10+ Miles,Europe,No;28915,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""28915"" }},";"{""data"": { ""id"":""28915"" }},"
22830;10+ Miles;Europe;No;;22830,10+ Miles,Europe,No;22830,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""22830"" }},";"{""data"": { ""id"":""22830"" }},"
14777;0-1 Miles;Europe;Yes;;14777,0-1 Miles,Europe,Yes;14777,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14777"" }},";"{""data"": { ""id"":""14777"" }},"
12591;0-1 Miles;Europe;No;;12591,0-1 Miles,Europe,No;12591,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12591"" }},";"{""data"": { ""id"":""12591"" }},"
24174;0-1 Miles;Pacific;Yes;;24174,0-1 Miles,Pacific,Yes;24174,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""24174"" }},";"{""data"": { ""id"":""24174"" }},"
24611;10+ Miles;Pacific;Yes;;24611,10+ Miles,Pacific,Yes;24611,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""24611"" }},";"{""data"": { ""id"":""24611"" }},"
11340;0-1 Miles;Europe;Yes;;11340,0-1 Miles,Europe,Yes;11340,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""11340"" }},";"{""data"": { ""id"":""11340"" }},"
25693;0-1 Miles;Europe;Yes;;25693,0-1 Miles,Europe,Yes;25693,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""25693"" }},";"{""data"": { ""id"":""25693"" }},"
25555;0-1 Miles;Pacific;Yes;;25555,0-1 Miles,Pacific,Yes;25555,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""25555"" }},";"{""data"": { ""id"":""25555"" }},"
22006;5-10 Miles;Pacific;No;;22006,5-10 Miles,Pacific,No;22006,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""22006"" }},";"{""data"": { ""id"":""22006"" }},"
20060;2-5 Miles;Europe;Yes;;20060,2-5 Miles,Europe,Yes;20060,2-5 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20060"" }},";"{""data"": { ""id"":""20060"" }},"
17702;0-1 Miles;Europe;No;;17702,0-1 Miles,Europe,No;17702,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""17702"" }},";"{""data"": { ""id"":""17702"" }},"
12503;0-1 Miles;Europe;No;;12503,0-1 Miles,Europe,No;12503,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""12503"" }},";"{""data"": { ""id"":""12503"" }},"
23908;0-1 Miles;Europe;Yes;;23908,0-1 Miles,Europe,Yes;23908,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""23908"" }},";"{""data"": { ""id"":""23908"" }},"
22527;2-5 Miles;Europe;No;;22527,2-5 Miles,Europe,No;22527,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""22527"" }},";"{""data"": { ""id"":""22527"" }},"
19057;10+ Miles;Europe;Yes;;19057,10+ Miles,Europe,Yes;19057,10+ Miles,Europe,Yes;;;;"{""data"": { ""id"":""19057"" }},";"{""data"": { ""id"":""19057"" }},"
18494;2-5 Miles;Pacific;Yes;;18494,2-5 Miles,Pacific,Yes;18494,2-5 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""18494"" }},";"{""data"": { ""id"":""18494"" }},"
11249;0-1 Miles;Europe;Yes;;11249,0-1 Miles,Europe,Yes;11249,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""11249"" }},";"{""data"": { ""id"":""11249"" }},"
21568;10+ Miles;Pacific;Yes;;21568,10+ Miles,Pacific,Yes;21568,10+ Miles,Pacific,Yes;;;;"{""data"": { ""id"":""21568"" }},";"{""data"": { ""id"":""21568"" }},"
13981;1-2 Miles;Pacific;No;;13981,1-2 Miles,Pacific,No;13981,1-2 Miles,Pacific,No;;;;"{""data"": { ""id"":""13981"" }},";"{""data"": { ""id"":""13981"" }},"
23432;5-10 Miles;Pacific;Yes;;23432,5-10 Miles,Pacific,Yes;23432,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""23432"" }},";"{""data"": { ""id"":""23432"" }},"
22931;1-2 Miles;Pacific;Yes;;22931,1-2 Miles,Pacific,Yes;22931,1-2 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""22931"" }},";"{""data"": { ""id"":""22931"" }},"
18172;0-1 Miles;Europe;No;;18172,0-1 Miles,Europe,No;18172,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""18172"" }},";"{""data"": { ""id"":""18172"" }},"
12666;2-5 Miles;Pacific;No;;12666,2-5 Miles,Pacific,No;12666,2-5 Miles,Pacific,No;;;;"{""data"": { ""id"":""12666"" }},";"{""data"": { ""id"":""12666"" }},"
20598;10+ Miles;Europe;Yes;;20598,10+ Miles,Europe,Yes;20598,10+ Miles,Europe,Yes;;;;"{""data"": { ""id"":""20598"" }},";"{""data"": { ""id"":""20598"" }},"
21375;5-10 Miles;Pacific;No;;21375,5-10 Miles,Pacific,No;21375,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""21375"" }},";"{""data"": { ""id"":""21375"" }},"
20839;0-1 Miles;Europe;Yes;;20839,0-1 Miles,Europe,Yes;20839,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""20839"" }},";"{""data"": { ""id"":""20839"" }},"
21738;0-1 Miles;Europe;No;;21738,0-1 Miles,Europe,No;21738,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""21738"" }},";"{""data"": { ""id"":""21738"" }},"
14164;0-1 Miles;Europe;Yes;;14164,0-1 Miles,Europe,Yes;14164,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""14164"" }},";"{""data"": { ""id"":""14164"" }},"
14193;10+ Miles;Europe;No;;14193,10+ Miles,Europe,No;14193,10+ Miles,Europe,No;;;;"{""data"": { ""id"":""14193"" }},";"{""data"": { ""id"":""14193"" }},"
12705;0-1 Miles;Pacific;Yes;;12705,0-1 Miles,Pacific,Yes;12705,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""12705"" }},";"{""data"": { ""id"":""12705"" }},"
22672;0-1 Miles;Europe;No;;22672,0-1 Miles,Europe,No;22672,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""22672"" }},";"{""data"": { ""id"":""22672"" }},"
26219;1-2 Miles;Europe;Yes;;26219,1-2 Miles,Europe,Yes;26219,1-2 Miles,Europe,Yes;;;;"{""data"": { ""id"":""26219"" }},";"{""data"": { ""id"":""26219"" }},"
28468;1-2 Miles;Europe;No;;28468,1-2 Miles,Europe,No;28468,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""28468"" }},";"{""data"": { ""id"":""28468"" }},"
23419;10+ Miles;Pacific;No;;23419,10+ Miles,Pacific,No;23419,10+ Miles,Pacific,No;;;;"{""data"": { ""id"":""23419"" }},";"{""data"": { ""id"":""23419"" }},"
17964;0-1 Miles;Europe;Yes;;17964,0-1 Miles,Europe,Yes;17964,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""17964"" }},";"{""data"": { ""id"":""17964"" }},"
20919;0-1 Miles;Europe;No;;20919,0-1 Miles,Europe,No;20919,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20919"" }},";"{""data"": { ""id"":""20919"" }},"
20927;0-1 Miles;Europe;No;;20927,0-1 Miles,Europe,No;20927,0-1 Miles,Europe,No;;;;"{""data"": { ""id"":""20927"" }},";"{""data"": { ""id"":""20927"" }},"
13133;5-10 Miles;Pacific;Yes;;13133,5-10 Miles,Pacific,Yes;13133,5-10 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""13133"" }},";"{""data"": { ""id"":""13133"" }},"
19626;5-10 Miles;Pacific;No;;19626,5-10 Miles,Pacific,No;19626,5-10 Miles,Pacific,No;;;;"{""data"": { ""id"":""19626"" }},";"{""data"": { ""id"":""19626"" }},"
21039;0-1 Miles;Europe;Yes;;21039,0-1 Miles,Europe,Yes;21039,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""21039"" }},";"{""data"": { ""id"":""21039"" }},"
12231;0-1 Miles;Europe;Yes;;12231,0-1 Miles,Europe,Yes;12231,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12231"" }},";"{""data"": { ""id"":""12231"" }},"
25665;1-2 Miles;Europe;No;;25665,1-2 Miles,Europe,No;25665,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""25665"" }},";"{""data"": { ""id"":""25665"" }},"
24061;0-1 Miles;Europe;Yes;;24061,0-1 Miles,Europe,Yes;24061,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""24061"" }},";"{""data"": { ""id"":""24061"" }},"
26879;2-5 Miles;Europe;No;;26879,2-5 Miles,Europe,No;26879,2-5 Miles,Europe,No;;;;"{""data"": { ""id"":""26879"" }},";"{""data"": { ""id"":""26879"" }},"
12284;0-1 Miles;Europe;Yes;;12284,0-1 Miles,Europe,Yes;12284,0-1 Miles,Europe,Yes;;;;"{""data"": { ""id"":""12284"" }},";"{""data"": { ""id"":""12284"" }},"
26654;0-1 Miles;Pacific;Yes;;26654,0-1 Miles,Pacific,Yes;26654,0-1 Miles,Pacific,Yes;;;;"{""data"": { ""id"":""26654"" }},";"{""data"": { ""id"":""26654"" }},"
14545;1-2 Miles;Europe;No;;14545,1-2 Miles,Europe,No;14545,1-2 Miles,Europe,No;;;;"{""data"": { ""id"":""14545"" }},";"{""data"": { ""id"":""14545"" }},"
