ID;Marital Status;Gender;Income;Children;Education;Occupation;Home Owner;Cars;Commute Distance;Region;Age;Purchased Bike;ID für JSON Darstellung;Für JSON-Darstellung
25605;Single;Female;20000;2;Partial College;Manual;No;1;0-1 Miles;Europe;54;Yes;"{""data"": { ""id"":""25605"" }},";"{""data"": { ""id"":""25605"" }},"
20797;Married;Female;10000;1;Bachelors;Manual;Yes;0;0-1 Miles;Europe;48;No;"{""data"": { ""id"":""20797"" }},";"{""data"": { ""id"":""20797"" }},"
21980;Single;Female;60000;1;Bachelors;Professional;Yes;1;5-10 Miles;Pacific;44;Yes;"{""data"": { ""id"":""21980"" }},";"{""data"": { ""id"":""21980"" }},"
25460;Married;Female;20000;2;High School;Manual;Yes;0;0-1 Miles;Europe;40;Yes;"{""data"": { ""id"":""25460"" }},";"{""data"": { ""id"":""25460"" }},"
29181;Single;Female;60000;2;Bachelors;Professional;No;1;0-1 Miles;Pacific;38;Yes;"{""data"": { ""id"":""29181"" }},";"{""data"": { ""id"":""29181"" }},"
24279;Single;Male;40000;2;Partial College;Skilled Manual;No;2;1-2 Miles;Pacific;52;No;"{""data"": { ""id"":""24279"" }},";"{""data"": { ""id"":""24279"" }},"
22402;Married;Male;10000;0;Partial College;Manual;Yes;1;2-5 Miles;Pacific;25;Yes;"{""data"": { ""id"":""22402"" }},";"{""data"": { ""id"":""22402"" }},"
15465;Married;Female;10000;0;Partial College;Manual;No;1;0-1 Miles;Pacific;25;No;"{""data"": { ""id"":""15465"" }},";"{""data"": { ""id"":""15465"" }},"
26757;Single;Male;90000;1;Bachelors;Professional;Yes;1;2-5 Miles;Pacific;47;Yes;"{""data"": { ""id"":""26757"" }},";"{""data"": { ""id"":""26757"" }},"
14233;Single;Male;100000;0;High School;Management;Yes;3;10+ Miles;Pacific;35;No;"{""data"": { ""id"":""14233"" }},";"{""data"": { ""id"":""14233"" }},"
14058;Single;Male;70000;0;Bachelors;Professional;No;1;5-10 Miles;Pacific;41;Yes;"{""data"": { ""id"":""14058"" }},";"{""data"": { ""id"":""14058"" }},"
12273;Married;Male;30000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;47;No;"{""data"": { ""id"":""12273"" }},";"{""data"": { ""id"":""12273"" }},"
17203;Married;Female;130000;4;Partial College;Professional;Yes;4;5-10 Miles;Europe;61;Yes;"{""data"": { ""id"":""17203"" }},";"{""data"": { ""id"":""17203"" }},"
18144;Married;Female;80000;5;Bachelors;Management;Yes;2;2-5 Miles;Europe;61;No;"{""data"": { ""id"":""18144"" }},";"{""data"": { ""id"":""18144"" }},"
23963;Married;Male;10000;0;Partial High School;Manual;No;2;0-1 Miles;Europe;33;No;"{""data"": { ""id"":""23963"" }},";"{""data"": { ""id"":""23963"" }},"
17907;Married;Female;10000;0;Partial College;Manual;Yes;1;2-5 Miles;Pacific;27;No;"{""data"": { ""id"":""17907"" }},";"{""data"": { ""id"":""17907"" }},"
19442;Single;Male;50000;0;Graduate Degree;Skilled Manual;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""19442"" }},";"{""data"": { ""id"":""19442"" }},"
17504;Single;Female;80000;2;Partial College;Skilled Manual;Yes;2;5-10 Miles;Pacific;52;Yes;"{""data"": { ""id"":""17504"" }},";"{""data"": { ""id"":""17504"" }},"
12253;Single;Female;20000;0;Partial College;Manual;Yes;0;0-1 Miles;Pacific;29;Yes;"{""data"": { ""id"":""12253"" }},";"{""data"": { ""id"":""12253"" }},"
27304;Single;Female;110000;2;Partial College;Professional;No;3;5-10 Miles;Europe;48;No;"{""data"": { ""id"":""27304"" }},";"{""data"": { ""id"":""27304"" }},"
14191;Married;Male;160000;4;Partial College;Professional;No;2;10+ Miles;Europe;55;Yes;"{""data"": { ""id"":""14191"" }},";"{""data"": { ""id"":""14191"" }},"
12212;Married;Female;10000;0;Graduate Degree;Manual;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""12212"" }},";"{""data"": { ""id"":""12212"" }},"
25529;Single;Male;10000;1;Graduate Degree;Manual;Yes;0;0-1 Miles;Europe;44;No;"{""data"": { ""id"":""25529"" }},";"{""data"": { ""id"":""25529"" }},"
22170;Married;Female;30000;3;Partial College;Clerical;No;2;1-2 Miles;Pacific;55;Yes;"{""data"": { ""id"":""22170"" }},";"{""data"": { ""id"":""22170"" }},"
19445;Married;Female;10000;2;High School;Manual;No;1;0-1 Miles;Europe;38;No;"{""data"": { ""id"":""19445"" }},";"{""data"": { ""id"":""19445"" }},"
15265;Single;Male;40000;2;Bachelors;Management;Yes;2;5-10 Miles;Pacific;66;Yes;"{""data"": { ""id"":""15265"" }},";"{""data"": { ""id"":""15265"" }},"
28918;Married;Female;130000;4;High School;Management;No;4;10+ Miles;Europe;58;No;"{""data"": { ""id"":""28918"" }},";"{""data"": { ""id"":""28918"" }},"
15799;Married;Female;90000;1;Bachelors;Professional;Yes;1;2-5 Miles;Pacific;47;Yes;"{""data"": { ""id"":""15799"" }},";"{""data"": { ""id"":""15799"" }},"
11047;Married;Female;30000;3;High School;Skilled Manual;No;2;1-2 Miles;Pacific;56;Yes;"{""data"": { ""id"":""11047"" }},";"{""data"": { ""id"":""11047"" }},"
18151;Single;Male;80000;5;Partial College;Professional;No;2;10+ Miles;Europe;59;No;"{""data"": { ""id"":""18151"" }},";"{""data"": { ""id"":""18151"" }},"
20606;Married;Female;70000;0;Bachelors;Professional;Yes;4;10+ Miles;Pacific;32;Yes;"{""data"": { ""id"":""20606"" }},";"{""data"": { ""id"":""20606"" }},"
19482;Married;Male;30000;1;Partial College;Clerical;Yes;1;0-1 Miles;Europe;44;Yes;"{""data"": { ""id"":""19482"" }},";"{""data"": { ""id"":""19482"" }},"
16489;Married;Male;30000;3;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;55;No;"{""data"": { ""id"":""16489"" }},";"{""data"": { ""id"":""16489"" }},"
26944;Single;Male;10000;2;High School;Manual;Yes;0;0-1 Miles;Europe;36;Yes;"{""data"": { ""id"":""26944"" }},";"{""data"": { ""id"":""26944"" }},"
15682;Single;Female;80000;5;Bachelors;Management;Yes;2;10+ Miles;Europe;62;No;"{""data"": { ""id"":""15682"" }},";"{""data"": { ""id"":""15682"" }},"
26032;Married;Female;70000;5;Bachelors;Professional;Yes;4;10+ Miles;Pacific;41;No;"{""data"": { ""id"":""26032"" }},";"{""data"": { ""id"":""26032"" }},"
17843;Single;Female;10000;0;Partial High School;Manual;No;2;0-1 Miles;Europe;32;No;"{""data"": { ""id"":""17843"" }},";"{""data"": { ""id"":""17843"" }},"
25559;Single;Male;20000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Pacific;25;Yes;"{""data"": { ""id"":""25559"" }},";"{""data"": { ""id"":""25559"" }},"
16209;Single;Female;50000;0;Graduate Degree;Skilled Manual;Yes;0;1-2 Miles;Europe;36;No;"{""data"": { ""id"":""16209"" }},";"{""data"": { ""id"":""16209"" }},"
11147;Married;Male;60000;2;Graduate Degree;Management;Yes;1;0-1 Miles;Pacific;67;Yes;"{""data"": { ""id"":""11147"" }},";"{""data"": { ""id"":""11147"" }},"
15214;Single;Female;100000;0;Graduate Degree;Management;No;1;1-2 Miles;Pacific;39;Yes;"{""data"": { ""id"":""15214"" }},";"{""data"": { ""id"":""15214"" }},"
11453;Single;Male;80000;0;Bachelors;Professional;No;3;10+ Miles;Pacific;33;Yes;"{""data"": { ""id"":""11453"" }},";"{""data"": { ""id"":""11453"" }},"
24584;Single;Male;60000;0;Bachelors;Professional;No;3;2-5 Miles;Pacific;31;No;"{""data"": { ""id"":""24584"" }},";"{""data"": { ""id"":""24584"" }},"
12585;Married;Male;10000;1;High School;Manual;Yes;0;2-5 Miles;Pacific;27;Yes;"{""data"": { ""id"":""12585"" }},";"{""data"": { ""id"":""12585"" }},"
18626;Single;Male;40000;2;Partial College;Clerical;Yes;0;1-2 Miles;Europe;33;Yes;"{""data"": { ""id"":""18626"" }},";"{""data"": { ""id"":""18626"" }},"
29298;Single;Female;60000;1;Partial College;Skilled Manual;Yes;1;5-10 Miles;Pacific;46;Yes;"{""data"": { ""id"":""29298"" }},";"{""data"": { ""id"":""29298"" }},"
24842;Single;Female;90000;3;High School;Professional;No;1;2-5 Miles;Europe;51;No;"{""data"": { ""id"":""24842"" }},";"{""data"": { ""id"":""24842"" }},"
15657;Married;Male;30000;3;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;46;Yes;"{""data"": { ""id"":""15657"" }},";"{""data"": { ""id"":""15657"" }},"
11415;Single;Male;90000;5;Partial College;Professional;No;2;10+ Miles;Europe;62;No;"{""data"": { ""id"":""11415"" }},";"{""data"": { ""id"":""11415"" }},"
28729;Single;Female;20000;0;Partial High School;Manual;Yes;2;1-2 Miles;Europe;26;Yes;"{""data"": { ""id"":""28729"" }},";"{""data"": { ""id"":""28729"" }},"
22633;Single;Female;40000;0;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""22633"" }},";"{""data"": { ""id"":""22633"" }},"
25649;Single;Female;30000;3;Partial College;Clerical;Yes;0;0-1 Miles;Europe;42;Yes;"{""data"": { ""id"":""25649"" }},";"{""data"": { ""id"":""25649"" }},"
14669;Married;Female;80000;4;Graduate Degree;Management;Yes;1;0-1 Miles;Pacific;36;No;"{""data"": { ""id"":""14669"" }},";"{""data"": { ""id"":""14669"" }},"
19299;Married;Female;50000;0;Graduate Degree;Skilled Manual;Yes;0;0-1 Miles;Europe;36;Yes;"{""data"": { ""id"":""19299"" }},";"{""data"": { ""id"":""19299"" }},"
20946;Single;Female;30000;0;Partial College;Clerical;No;1;2-5 Miles;Europe;30;No;"{""data"": { ""id"":""20946"" }},";"{""data"": { ""id"":""20946"" }},"
11451;Single;Male;70000;0;Bachelors;Professional;No;4;10+ Miles;Pacific;31;Yes;"{""data"": { ""id"":""11451"" }},";"{""data"": { ""id"":""11451"" }},"
25553;Married;Male;30000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;65;Yes;"{""data"": { ""id"":""25553"" }},";"{""data"": { ""id"":""25553"" }},"
27951;Single;Male;80000;4;Partial College;Professional;No;2;2-5 Miles;Europe;54;Yes;"{""data"": { ""id"":""27951"" }},";"{""data"": { ""id"":""27951"" }},"
25026;Married;Male;20000;2;Partial High School;Clerical;Yes;3;5-10 Miles;Pacific;54;No;"{""data"": { ""id"":""25026"" }},";"{""data"": { ""id"":""25026"" }},"
13673;Single;Female;20000;0;Partial High School;Manual;No;2;0-1 Miles;Europe;25;No;"{""data"": { ""id"":""13673"" }},";"{""data"": { ""id"":""13673"" }},"
16043;Single;Male;10000;1;Bachelors;Manual;Yes;0;0-1 Miles;Europe;48;No;"{""data"": { ""id"":""16043"" }},";"{""data"": { ""id"":""16043"" }},"
22399;Single;Male;10000;0;Partial College;Manual;Yes;1;1-2 Miles;Pacific;26;Yes;"{""data"": { ""id"":""22399"" }},";"{""data"": { ""id"":""22399"" }},"
27696;Married;Male;60000;1;Bachelors;Professional;Yes;1;5-10 Miles;Pacific;43;Yes;"{""data"": { ""id"":""27696"" }},";"{""data"": { ""id"":""27696"" }},"
25313;Single;Male;10000;0;Partial High School;Manual;No;2;1-2 Miles;Europe;35;No;"{""data"": { ""id"":""25313"" }},";"{""data"": { ""id"":""25313"" }},"
13813;Married;Female;30000;3;Partial College;Clerical;No;0;0-1 Miles;Europe;42;No;"{""data"": { ""id"":""13813"" }},";"{""data"": { ""id"":""13813"" }},"
18711;Single;Female;70000;5;Bachelors;Professional;Yes;4;10+ Miles;Pacific;39;No;"{""data"": { ""id"":""18711"" }},";"{""data"": { ""id"":""18711"" }},"
19650;Married;Female;30000;2;Partial College;Clerical;No;2;0-1 Miles;Pacific;67;No;"{""data"": { ""id"":""19650"" }},";"{""data"": { ""id"":""19650"" }},"
14135;Married;Male;20000;1;Partial College;Manual;Yes;0;1-2 Miles;Europe;63;No;"{""data"": { ""id"":""14135"" }},";"{""data"": { ""id"":""14135"" }},"
12833;Single;Female;20000;3;High School;Manual;Yes;1;0-1 Miles;Europe;42;Yes;"{""data"": { ""id"":""12833"" }},";"{""data"": { ""id"":""12833"" }},"
26849;Married;Male;10000;3;Partial High School;Manual;Yes;2;0-1 Miles;Europe;43;No;"{""data"": { ""id"":""26849"" }},";"{""data"": { ""id"":""26849"" }},"
20962;Married;Female;20000;1;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;45;No;"{""data"": { ""id"":""20962"" }},";"{""data"": { ""id"":""20962"" }},"
28915;Single;Male;80000;5;High School;Management;Yes;3;10+ Miles;Europe;57;No;"{""data"": { ""id"":""28915"" }},";"{""data"": { ""id"":""28915"" }},"
22830;Married;Male;120000;4;Partial College;Management;Yes;3;10+ Miles;Europe;56;No;"{""data"": { ""id"":""22830"" }},";"{""data"": { ""id"":""22830"" }},"
14777;Married;Female;40000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""14777"" }},";"{""data"": { ""id"":""14777"" }},"
12591;Married;Female;30000;4;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;45;No;"{""data"": { ""id"":""12591"" }},";"{""data"": { ""id"":""12591"" }},"
24174;Married;Male;20000;0;Bachelors;Clerical;Yes;0;0-1 Miles;Pacific;27;Yes;"{""data"": { ""id"":""24174"" }},";"{""data"": { ""id"":""24174"" }},"
24611;Single;Male;90000;0;Bachelors;Professional;No;4;10+ Miles;Pacific;35;Yes;"{""data"": { ""id"":""24611"" }},";"{""data"": { ""id"":""24611"" }},"
11340;Married;Female;10000;1;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;70;Yes;"{""data"": { ""id"":""11340"" }},";"{""data"": { ""id"":""11340"" }},"
25693;Single;Female;30000;5;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;44;Yes;"{""data"": { ""id"":""25693"" }},";"{""data"": { ""id"":""25693"" }},"
25555;Married;Female;10000;0;Partial College;Manual;No;1;0-1 Miles;Pacific;26;Yes;"{""data"": { ""id"":""25555"" }},";"{""data"": { ""id"":""25555"" }},"
22006;Married;Male;70000;5;Partial College;Skilled Manual;Yes;3;5-10 Miles;Pacific;46;No;"{""data"": { ""id"":""22006"" }},";"{""data"": { ""id"":""22006"" }},"
20060;Single;Female;30000;0;High School;Manual;No;1;2-5 Miles;Europe;34;Yes;"{""data"": { ""id"":""20060"" }},";"{""data"": { ""id"":""20060"" }},"
17702;Married;Male;10000;1;Graduate Degree;Manual;Yes;0;0-1 Miles;Europe;37;No;"{""data"": { ""id"":""17702"" }},";"{""data"": { ""id"":""17702"" }},"
12503;Single;Female;30000;3;Partial College;Clerical;Yes;2;0-1 Miles;Europe;27;No;"{""data"": { ""id"":""12503"" }},";"{""data"": { ""id"":""12503"" }},"
23908;Single;Male;30000;1;Bachelors;Clerical;No;1;0-1 Miles;Europe;39;Yes;"{""data"": { ""id"":""23908"" }},";"{""data"": { ""id"":""23908"" }},"
22527;Single;Female;20000;0;High School;Manual;No;1;2-5 Miles;Europe;29;No;"{""data"": { ""id"":""22527"" }},";"{""data"": { ""id"":""22527"" }},"
19057;Married;Female;120000;3;Bachelors;Management;No;2;10+ Miles;Europe;52;Yes;"{""data"": { ""id"":""19057"" }},";"{""data"": { ""id"":""19057"" }},"
18494;Married;Male;110000;5;Bachelors;Management;Yes;4;2-5 Miles;Pacific;48;Yes;"{""data"": { ""id"":""18494"" }},";"{""data"": { ""id"":""18494"" }},"
11249;Married;Female;130000;3;Partial College;Professional;Yes;3;0-1 Miles;Europe;51;Yes;"{""data"": { ""id"":""11249"" }},";"{""data"": { ""id"":""11249"" }},"
21568;Married;Female;100000;0;High School;Management;Yes;4;10+ Miles;Pacific;34;Yes;"{""data"": { ""id"":""21568"" }},";"{""data"": { ""id"":""21568"" }},"
13981;Married;Female;10000;5;High School;Skilled Manual;No;3;1-2 Miles;Pacific;62;No;"{""data"": { ""id"":""13981"" }},";"{""data"": { ""id"":""13981"" }},"
23432;Single;Male;70000;0;Bachelors;Professional;Yes;1;5-10 Miles;Pacific;37;Yes;"{""data"": { ""id"":""23432"" }},";"{""data"": { ""id"":""23432"" }},"
22931;Married;Male;100000;5;Graduate Degree;Management;No;1;1-2 Miles;Pacific;78;Yes;"{""data"": { ""id"":""22931"" }},";"{""data"": { ""id"":""22931"" }},"
18172;Married;Male;130000;4;High School;Professional;Yes;3;0-1 Miles;Europe;55;No;"{""data"": { ""id"":""18172"" }},";"{""data"": { ""id"":""18172"" }},"
12666;Single;Male;60000;0;Bachelors;Professional;No;4;2-5 Miles;Pacific;31;No;"{""data"": { ""id"":""12666"" }},";"{""data"": { ""id"":""12666"" }},"
20598;Married;Male;100000;3;Partial High School;Professional;Yes;0;10+ Miles;Europe;59;Yes;"{""data"": { ""id"":""20598"" }},";"{""data"": { ""id"":""20598"" }},"
21375;Single;Male;20000;2;Partial High School;Clerical;Yes;2;5-10 Miles;Pacific;57;No;"{""data"": { ""id"":""21375"" }},";"{""data"": { ""id"":""21375"" }},"
20839;Single;Female;30000;3;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;47;Yes;"{""data"": { ""id"":""20839"" }},";"{""data"": { ""id"":""20839"" }},"
21738;Married;Male;20000;1;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;43;No;"{""data"": { ""id"":""21738"" }},";"{""data"": { ""id"":""21738"" }},"
14164;Single;Female;50000;0;Graduate Degree;Skilled Manual;Yes;0;0-1 Miles;Europe;36;Yes;"{""data"": { ""id"":""14164"" }},";"{""data"": { ""id"":""14164"" }},"
14193;Single;Female;100000;3;Partial College;Management;Yes;4;10+ Miles;Europe;56;No;"{""data"": { ""id"":""14193"" }},";"{""data"": { ""id"":""14193"" }},"
12705;Married;Male;150000;0;Bachelors;Management;Yes;4;0-1 Miles;Pacific;37;Yes;"{""data"": { ""id"":""12705"" }},";"{""data"": { ""id"":""12705"" }},"
22672;Single;Female;30000;2;Partial College;Clerical;Yes;0;0-1 Miles;Europe;43;No;"{""data"": { ""id"":""22672"" }},";"{""data"": { ""id"":""22672"" }},"
26219;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;1;1-2 Miles;Europe;33;Yes;"{""data"": { ""id"":""26219"" }},";"{""data"": { ""id"":""26219"" }},"
28468;Married;Female;10000;2;Partial College;Manual;Yes;0;1-2 Miles;Europe;51;No;"{""data"": { ""id"":""28468"" }},";"{""data"": { ""id"":""28468"" }},"
23419;Single;Female;70000;5;Bachelors;Professional;Yes;3;10+ Miles;Pacific;39;No;"{""data"": { ""id"":""23419"" }},";"{""data"": { ""id"":""23419"" }},"
17964;Married;Male;40000;0;Graduate Degree;Clerical;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""17964"" }},";"{""data"": { ""id"":""17964"" }},"
20919;Single;Female;30000;2;Partial College;Clerical;Yes;2;0-1 Miles;Europe;42;No;"{""data"": { ""id"":""20919"" }},";"{""data"": { ""id"":""20919"" }},"
20927;Single;Female;20000;5;High School;Manual;Yes;2;0-1 Miles;Europe;27;No;"{""data"": { ""id"":""20927"" }},";"{""data"": { ""id"":""20927"" }},"
13133;Single;Male;100000;5;Bachelors;Professional;Yes;1;5-10 Miles;Pacific;47;Yes;"{""data"": { ""id"":""13133"" }},";"{""data"": { ""id"":""13133"" }},"
19626;Married;Male;70000;5;Partial College;Skilled Manual;Yes;3;5-10 Miles;Pacific;45;No;"{""data"": { ""id"":""19626"" }},";"{""data"": { ""id"":""19626"" }},"
21039;Single;Female;50000;0;Graduate Degree;Skilled Manual;No;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""21039"" }},";"{""data"": { ""id"":""21039"" }},"
12231;Single;Female;10000;2;Partial College;Manual;Yes;0;0-1 Miles;Europe;51;Yes;"{""data"": { ""id"":""12231"" }},";"{""data"": { ""id"":""12231"" }},"
25665;Single;Female;20000;0;High School;Manual;No;1;1-2 Miles;Europe;28;No;"{""data"": { ""id"":""25665"" }},";"{""data"": { ""id"":""25665"" }},"
24061;Married;Male;10000;4;Partial High School;Manual;Yes;1;0-1 Miles;Europe;40;Yes;"{""data"": { ""id"":""24061"" }},";"{""data"": { ""id"":""24061"" }},"
26879;Single;Female;20000;0;High School;Manual;No;1;2-5 Miles;Europe;30;No;"{""data"": { ""id"":""26879"" }},";"{""data"": { ""id"":""26879"" }},"
12284;Married;Female;30000;0;Bachelors;Clerical;No;0;0-1 Miles;Europe;36;Yes;"{""data"": { ""id"":""12284"" }},";"{""data"": { ""id"":""12284"" }},"
26654;Married;Female;90000;1;Graduate Degree;Management;Yes;0;0-1 Miles;Pacific;37;Yes;"{""data"": { ""id"":""26654"" }},";"{""data"": { ""id"":""26654"" }},"
14545;Married;Female;10000;2;Partial College;Manual;Yes;0;1-2 Miles;Europe;49;No;"{""data"": { ""id"":""14545"" }},";"{""data"": { ""id"":""14545"" }},"
24201;Married;Female;10000;2;High School;Manual;Yes;0;0-1 Miles;Europe;37;Yes;"{""data"": { ""id"":""24201"" }},";"{""data"": { ""id"":""24201"" }},"
20625;Married;Male;100000;0;High School;Management;Yes;3;10+ Miles;Pacific;35;Yes;"{""data"": { ""id"":""20625"" }},";"{""data"": { ""id"":""20625"" }},"
16390;Single;Male;30000;1;Bachelors;Clerical;No;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""16390"" }},";"{""data"": { ""id"":""16390"" }},"
14804;Single;Female;10000;3;Partial High School;Manual;Yes;2;0-1 Miles;Europe;43;No;"{""data"": { ""id"":""14804"" }},";"{""data"": { ""id"":""14804"" }},"
12629;Single;Male;20000;1;Partial College;Manual;No;0;0-1 Miles;Europe;37;No;"{""data"": { ""id"":""12629"" }},";"{""data"": { ""id"":""12629"" }},"
14696;Single;Male;10000;0;Partial High School;Manual;No;2;0-1 Miles;Europe;34;No;"{""data"": { ""id"":""14696"" }},";"{""data"": { ""id"":""14696"" }},"
22005;Married;Female;70000;5;Partial College;Skilled Manual;No;3;5-10 Miles;Pacific;46;No;"{""data"": { ""id"":""22005"" }},";"{""data"": { ""id"":""22005"" }},"
14544;Single;Male;10000;1;Partial College;Manual;Yes;0;0-1 Miles;Europe;49;No;"{""data"": { ""id"":""14544"" }},";"{""data"": { ""id"":""14544"" }},"
14312;Married;Female;60000;1;Partial College;Skilled Manual;Yes;1;5-10 Miles;Pacific;45;No;"{""data"": { ""id"":""14312"" }},";"{""data"": { ""id"":""14312"" }},"
29120;Single;Female;100000;1;Bachelors;Management;Yes;4;2-5 Miles;Pacific;48;No;"{""data"": { ""id"":""29120"" }},";"{""data"": { ""id"":""29120"" }},"
24187;Single;Female;30000;3;Graduate Degree;Clerical;No;0;0-1 Miles;Europe;46;Yes;"{""data"": { ""id"":""24187"" }},";"{""data"": { ""id"":""24187"" }},"
15758;Married;Male;130000;0;Graduate Degree;Management;Yes;0;5-10 Miles;Pacific;48;No;"{""data"": { ""id"":""15758"" }},";"{""data"": { ""id"":""15758"" }},"
29094;Married;Male;30000;3;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;54;Yes;"{""data"": { ""id"":""29094"" }},";"{""data"": { ""id"":""29094"" }},"
28319;Single;Female;60000;1;Partial College;Skilled Manual;No;1;0-1 Miles;Pacific;46;Yes;"{""data"": { ""id"":""28319"" }},";"{""data"": { ""id"":""28319"" }},"
16406;Married;Male;40000;0;Bachelors;Clerical;No;0;0-1 Miles;Europe;38;Yes;"{""data"": { ""id"":""16406"" }},";"{""data"": { ""id"":""16406"" }},"
20923;Married;Female;40000;1;Bachelors;Skilled Manual;Yes;0;0-1 Miles;Europe;42;Yes;"{""data"": { ""id"":""20923"" }},";"{""data"": { ""id"":""20923"" }},"
11378;Single;Female;10000;1;High School;Manual;No;1;2-5 Miles;Europe;46;Yes;"{""data"": { ""id"":""11378"" }},";"{""data"": { ""id"":""11378"" }},"
20851;Single;Male;20000;0;Partial College;Manual;No;1;2-5 Miles;Europe;36;Yes;"{""data"": { ""id"":""20851"" }},";"{""data"": { ""id"":""20851"" }},"
21557;Single;Female;110000;0;Partial College;Management;Yes;3;10+ Miles;Pacific;32;Yes;"{""data"": { ""id"":""21557"" }},";"{""data"": { ""id"":""21557"" }},"
26663;Single;Female;60000;2;Bachelors;Professional;No;1;0-1 Miles;Pacific;39;Yes;"{""data"": { ""id"":""26663"" }},";"{""data"": { ""id"":""26663"" }},"
11896;Married;Male;100000;1;Graduate Degree;Management;Yes;0;2-5 Miles;Pacific;36;Yes;"{""data"": { ""id"":""11896"" }},";"{""data"": { ""id"":""11896"" }},"
14189;Married;Female;90000;4;High School;Professional;No;2;2-5 Miles;Europe;54;Yes;"{""data"": { ""id"":""14189"" }},";"{""data"": { ""id"":""14189"" }},"
13136;Married;Female;30000;2;Partial College;Clerical;No;2;5-10 Miles;Pacific;69;No;"{""data"": { ""id"":""13136"" }},";"{""data"": { ""id"":""13136"" }},"
25906;Single;Female;10000;5;High School;Skilled Manual;No;2;1-2 Miles;Pacific;62;No;"{""data"": { ""id"":""25906"" }},";"{""data"": { ""id"":""25906"" }},"
17926;Married;Female;20000;0;Bachelors;Clerical;No;0;0-1 Miles;Pacific;28;Yes;"{""data"": { ""id"":""17926"" }},";"{""data"": { ""id"":""17926"" }},"
26928;Single;Male;30000;1;Bachelors;Clerical;Yes;0;0-1 Miles;Europe;62;Yes;"{""data"": { ""id"":""26928"" }},";"{""data"": { ""id"":""26928"" }},"
20897;Married;Female;30000;1;Bachelors;Skilled Manual;Yes;2;0-1 Miles;Europe;40;No;"{""data"": { ""id"":""20897"" }},";"{""data"": { ""id"":""20897"" }},"
28207;Married;Male;80000;4;Graduate Degree;Management;Yes;1;0-1 Miles;Pacific;36;Yes;"{""data"": { ""id"":""28207"" }},";"{""data"": { ""id"":""28207"" }},"
25923;Single;Male;10000;2;Partial High School;Clerical;Yes;2;5-10 Miles;Pacific;58;No;"{""data"": { ""id"":""25923"" }},";"{""data"": { ""id"":""25923"" }},"
11000;Married;Male;90000;2;Bachelors;Professional;Yes;0;1-2 Miles;Pacific;40;Yes;"{""data"": { ""id"":""11000"" }},";"{""data"": { ""id"":""11000"" }},"
20974;Married;Male;10000;2;Bachelors;Clerical;Yes;1;0-1 Miles;Europe;66;No;"{""data"": { ""id"":""20974"" }},";"{""data"": { ""id"":""20974"" }},"
28758;Married;Male;40000;2;Partial College;Clerical;Yes;1;1-2 Miles;Europe;35;Yes;"{""data"": { ""id"":""28758"" }},";"{""data"": { ""id"":""28758"" }},"
11381;Married;Female;20000;2;Partial College;Manual;Yes;1;2-5 Miles;Europe;47;Yes;"{""data"": { ""id"":""11381"" }},";"{""data"": { ""id"":""11381"" }},"
17522;Married;Male;120000;4;Bachelors;Management;Yes;1;2-5 Miles;Pacific;47;No;"{""data"": { ""id"":""17522"" }},";"{""data"": { ""id"":""17522"" }},"
21207;Married;Male;60000;1;Partial College;Skilled Manual;Yes;1;5-10 Miles;Pacific;46;No;"{""data"": { ""id"":""21207"" }},";"{""data"": { ""id"":""21207"" }},"
28102;Married;Male;20000;4;High School;Skilled Manual;Yes;2;5-10 Miles;Pacific;58;Yes;"{""data"": { ""id"":""28102"" }},";"{""data"": { ""id"":""28102"" }},"
23105;Single;Male;40000;3;Partial High School;Clerical;No;2;5-10 Miles;Pacific;52;Yes;"{""data"": { ""id"":""23105"" }},";"{""data"": { ""id"":""23105"" }},"
18740;Married;Male;80000;5;Bachelors;Professional;No;1;0-1 Miles;Pacific;47;Yes;"{""data"": { ""id"":""18740"" }},";"{""data"": { ""id"":""18740"" }},"
21213;Single;Male;70000;0;Bachelors;Professional;No;1;5-10 Miles;Pacific;41;No;"{""data"": { ""id"":""21213"" }},";"{""data"": { ""id"":""21213"" }},"
