ID;Cars;Commute Distance;Region;Purchased Bike;ID für JSON Darstellung;Für JSON-Darstellung
12833;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""12833"" }},";"{""data"": { ""id"":""12833"" }},"
26849;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""26849"" }},";"{""data"": { ""id"":""26849"" }},"
20962;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""20962"" }},";"{""data"": { ""id"":""20962"" }},"
28915;3;10+ Miles;Europe;No;"{""data"": { ""id"":""28915"" }},";"{""data"": { ""id"":""28915"" }},"
22830;3;10+ Miles;Europe;No;"{""data"": { ""id"":""22830"" }},";"{""data"": { ""id"":""22830"" }},"
14777;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""14777"" }},";"{""data"": { ""id"":""14777"" }},"
12591;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12591"" }},";"{""data"": { ""id"":""12591"" }},"
24174;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""24174"" }},";"{""data"": { ""id"":""24174"" }},"
24611;4;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""24611"" }},";"{""data"": { ""id"":""24611"" }},"
11340;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""11340"" }},";"{""data"": { ""id"":""11340"" }},"
25693;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""25693"" }},";"{""data"": { ""id"":""25693"" }},"
25555;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""25555"" }},";"{""data"": { ""id"":""25555"" }},"
22006;3;5-10 Miles;Pacific;No;"{""data"": { ""id"":""22006"" }},";"{""data"": { ""id"":""22006"" }},"
20060;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""20060"" }},";"{""data"": { ""id"":""20060"" }},"
17702;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""17702"" }},";"{""data"": { ""id"":""17702"" }},"
12503;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""12503"" }},";"{""data"": { ""id"":""12503"" }},"
23908;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""23908"" }},";"{""data"": { ""id"":""23908"" }},"
22527;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""22527"" }},";"{""data"": { ""id"":""22527"" }},"
19057;2;10+ Miles;Europe;Yes;"{""data"": { ""id"":""19057"" }},";"{""data"": { ""id"":""19057"" }},"
18494;4;2-5 Miles;Pacific;Yes;"{""data"": { ""id"":""18494"" }},";"{""data"": { ""id"":""18494"" }},"
11249;3;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""11249"" }},";"{""data"": { ""id"":""11249"" }},"
21568;4;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""21568"" }},";"{""data"": { ""id"":""21568"" }},"
13981;3;1-2 Miles;Pacific;No;"{""data"": { ""id"":""13981"" }},";"{""data"": { ""id"":""13981"" }},"
23432;1;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""23432"" }},";"{""data"": { ""id"":""23432"" }},"
22931;1;1-2 Miles;Pacific;Yes;"{""data"": { ""id"":""22931"" }},";"{""data"": { ""id"":""22931"" }},"
18172;3;0-1 Miles;Europe;No;"{""data"": { ""id"":""18172"" }},";"{""data"": { ""id"":""18172"" }},"
12666;4;2-5 Miles;Pacific;No;"{""data"": { ""id"":""12666"" }},";"{""data"": { ""id"":""12666"" }},"
20598;0;10+ Miles;Europe;Yes;"{""data"": { ""id"":""20598"" }},";"{""data"": { ""id"":""20598"" }},"
21375;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""21375"" }},";"{""data"": { ""id"":""21375"" }},"
20839;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""20839"" }},";"{""data"": { ""id"":""20839"" }},"
21738;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""21738"" }},";"{""data"": { ""id"":""21738"" }},"
14164;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""14164"" }},";"{""data"": { ""id"":""14164"" }},"
14193;4;10+ Miles;Europe;No;"{""data"": { ""id"":""14193"" }},";"{""data"": { ""id"":""14193"" }},"
12705;4;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""12705"" }},";"{""data"": { ""id"":""12705"" }},"
22672;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""22672"" }},";"{""data"": { ""id"":""22672"" }},"
26219;1;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""26219"" }},";"{""data"": { ""id"":""26219"" }},"
28468;0;1-2 Miles;Europe;No;"{""data"": { ""id"":""28468"" }},";"{""data"": { ""id"":""28468"" }},"
23419;3;10+ Miles;Pacific;No;"{""data"": { ""id"":""23419"" }},";"{""data"": { ""id"":""23419"" }},"
17964;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""17964"" }},";"{""data"": { ""id"":""17964"" }},"
20919;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""20919"" }},";"{""data"": { ""id"":""20919"" }},"
20927;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""20927"" }},";"{""data"": { ""id"":""20927"" }},"
13133;1;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""13133"" }},";"{""data"": { ""id"":""13133"" }},"
19626;3;5-10 Miles;Pacific;No;"{""data"": { ""id"":""19626"" }},";"{""data"": { ""id"":""19626"" }},"
21039;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""21039"" }},";"{""data"": { ""id"":""21039"" }},"
12231;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""12231"" }},";"{""data"": { ""id"":""12231"" }},"
25665;1;1-2 Miles;Europe;No;"{""data"": { ""id"":""25665"" }},";"{""data"": { ""id"":""25665"" }},"
24061;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""24061"" }},";"{""data"": { ""id"":""24061"" }},"
26879;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""26879"" }},";"{""data"": { ""id"":""26879"" }},"
12284;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""12284"" }},";"{""data"": { ""id"":""12284"" }},"
26654;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""26654"" }},";"{""data"": { ""id"":""26654"" }},"
14545;0;1-2 Miles;Europe;No;"{""data"": { ""id"":""14545"" }},";"{""data"": { ""id"":""14545"" }},"
24201;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""24201"" }},";"{""data"": { ""id"":""24201"" }},"
20625;3;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""20625"" }},";"{""data"": { ""id"":""20625"" }},"
16390;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""16390"" }},";"{""data"": { ""id"":""16390"" }},"
14804;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""14804"" }},";"{""data"": { ""id"":""14804"" }},"
12629;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12629"" }},";"{""data"": { ""id"":""12629"" }},"
14696;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""14696"" }},";"{""data"": { ""id"":""14696"" }},"
22005;3;5-10 Miles;Pacific;No;"{""data"": { ""id"":""22005"" }},";"{""data"": { ""id"":""22005"" }},"
14544;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""14544"" }},";"{""data"": { ""id"":""14544"" }},"
14312;1;5-10 Miles;Pacific;No;"{""data"": { ""id"":""14312"" }},";"{""data"": { ""id"":""14312"" }},"
29120;4;2-5 Miles;Pacific;No;"{""data"": { ""id"":""29120"" }},";"{""data"": { ""id"":""29120"" }},"
24187;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""24187"" }},";"{""data"": { ""id"":""24187"" }},"
15758;0;5-10 Miles;Pacific;No;"{""data"": { ""id"":""15758"" }},";"{""data"": { ""id"":""15758"" }},"
29094;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""29094"" }},";"{""data"": { ""id"":""29094"" }},"
28319;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""28319"" }},";"{""data"": { ""id"":""28319"" }},"
16406;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""16406"" }},";"{""data"": { ""id"":""16406"" }},"
20923;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""20923"" }},";"{""data"": { ""id"":""20923"" }},"
11378;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""11378"" }},";"{""data"": { ""id"":""11378"" }},"
20851;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""20851"" }},";"{""data"": { ""id"":""20851"" }},"
21557;3;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""21557"" }},";"{""data"": { ""id"":""21557"" }},"
26663;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""26663"" }},";"{""data"": { ""id"":""26663"" }},"
11896;0;2-5 Miles;Pacific;Yes;"{""data"": { ""id"":""11896"" }},";"{""data"": { ""id"":""11896"" }},"
14189;2;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""14189"" }},";"{""data"": { ""id"":""14189"" }},"
13136;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""13136"" }},";"{""data"": { ""id"":""13136"" }},"
25906;2;1-2 Miles;Pacific;No;"{""data"": { ""id"":""25906"" }},";"{""data"": { ""id"":""25906"" }},"
17926;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""17926"" }},";"{""data"": { ""id"":""17926"" }},"
26928;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""26928"" }},";"{""data"": { ""id"":""26928"" }},"
20897;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""20897"" }},";"{""data"": { ""id"":""20897"" }},"
28207;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""28207"" }},";"{""data"": { ""id"":""28207"" }},"
25923;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""25923"" }},";"{""data"": { ""id"":""25923"" }},"
11000;0;1-2 Miles;Pacific;Yes;"{""data"": { ""id"":""11000"" }},";"{""data"": { ""id"":""11000"" }},"
20974;1;0-1 Miles;Europe;No;"{""data"": { ""id"":""20974"" }},";"{""data"": { ""id"":""20974"" }},"
28758;1;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""28758"" }},";"{""data"": { ""id"":""28758"" }},"
11381;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""11381"" }},";"{""data"": { ""id"":""11381"" }},"
17522;1;2-5 Miles;Pacific;No;"{""data"": { ""id"":""17522"" }},";"{""data"": { ""id"":""17522"" }},"
21207;1;5-10 Miles;Pacific;No;"{""data"": { ""id"":""21207"" }},";"{""data"": { ""id"":""21207"" }},"
28102;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""28102"" }},";"{""data"": { ""id"":""28102"" }},"
23105;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""23105"" }},";"{""data"": { ""id"":""23105"" }},"
18740;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""18740"" }},";"{""data"": { ""id"":""18740"" }},"
21213;1;5-10 Miles;Pacific;No;"{""data"": { ""id"":""21213"" }},";"{""data"": { ""id"":""21213"" }},"
17352;1;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""17352"" }},";"{""data"": { ""id"":""17352"" }},"
14154;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""14154"" }},";"{""data"": { ""id"":""14154"" }},"
19066;3;10+ Miles;Europe;No;"{""data"": { ""id"":""19066"" }},";"{""data"": { ""id"":""19066"" }},"
11386;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""11386"" }},";"{""data"": { ""id"":""11386"" }},"
20228;0;2-5 Miles;Pacific;Yes;"{""data"": { ""id"":""20228"" }},";"{""data"": { ""id"":""20228"" }},"
16675;3;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""16675"" }},";"{""data"": { ""id"":""16675"" }},"
16410;2;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""16410"" }},";"{""data"": { ""id"":""16410"" }},"
27760;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""27760"" }},";"{""data"": { ""id"":""27760"" }},"
22930;0;1-2 Miles;Pacific;Yes;"{""data"": { ""id"":""22930"" }},";"{""data"": { ""id"":""22930"" }},"
23780;2;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""23780"" }},";"{""data"": { ""id"":""23780"" }},"
20994;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""20994"" }},";"{""data"": { ""id"":""20994"" }},"
28379;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""28379"" }},";"{""data"": { ""id"":""28379"" }},"
14865;2;1-2 Miles;Europe;No;"{""data"": { ""id"":""14865"" }},";"{""data"": { ""id"":""14865"" }},"
12663;2;10+ Miles;Europe;No;"{""data"": { ""id"":""12663"" }},";"{""data"": { ""id"":""12663"" }},"
24898;3;10+ Miles;Pacific;No;"{""data"": { ""id"":""24898"" }},";"{""data"": { ""id"":""24898"" }},"
19508;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""19508"" }},";"{""data"": { ""id"":""19508"" }},"
11489;2;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""11489"" }},";"{""data"": { ""id"":""11489"" }},"
18160;4;5-10 Miles;Europe;Yes;"{""data"": { ""id"":""18160"" }},";"{""data"": { ""id"":""18160"" }},"
25241;1;5-10 Miles;Pacific;No;"{""data"": { ""id"":""25241"" }},";"{""data"": { ""id"":""25241"" }},"
24369;2;0-1 Miles;Pacific;No;"{""data"": { ""id"":""24369"" }},";"{""data"": { ""id"":""24369"" }},"
27165;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""27165"" }},";"{""data"": { ""id"":""27165"" }},"
29424;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""29424"" }},";"{""data"": { ""id"":""29424"" }},"
15926;4;5-10 Miles;Europe;Yes;"{""data"": { ""id"":""15926"" }},";"{""data"": { ""id"":""15926"" }},"
14554;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""14554"" }},";"{""data"": { ""id"":""14554"" }},"
16468;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""16468"" }},";"{""data"": { ""id"":""16468"" }},"
19174;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""19174"" }},";"{""data"": { ""id"":""19174"" }},"
19183;2;1-2 Miles;Europe;No;"{""data"": { ""id"":""19183"" }},";"{""data"": { ""id"":""19183"" }},"
13683;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""13683"" }},";"{""data"": { ""id"":""13683"" }},"
17848;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""17848"" }},";"{""data"": { ""id"":""17848"" }},"
17894;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""17894"" }},";"{""data"": { ""id"":""17894"" }},"
25651;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""25651"" }},";"{""data"": { ""id"":""25651"" }},"
22936;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""22936"" }},";"{""data"": { ""id"":""22936"" }},"
23915;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""23915"" }},";"{""data"": { ""id"":""23915"" }},"
24121;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""24121"" }},";"{""data"": { ""id"":""24121"" }},"
27878;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""27878"" }},";"{""data"": { ""id"":""27878"" }},"
13572;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""13572"" }},";"{""data"": { ""id"":""13572"" }},"
27941;2;2-5 Miles;Europe;No;"{""data"": { ""id"":""27941"" }},";"{""data"": { ""id"":""27941"" }},"
26354;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""26354"" }},";"{""data"": { ""id"":""26354"" }},"
14785;1;1-2 Miles;Europe;No;"{""data"": { ""id"":""14785"" }},";"{""data"": { ""id"":""14785"" }},"
17238;3;10+ Miles;Pacific;No;"{""data"": { ""id"":""17238"" }},";"{""data"": { ""id"":""17238"" }},"
23608;3;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""23608"" }},";"{""data"": { ""id"":""23608"" }},"
22538;2;1-2 Miles;Europe;No;"{""data"": { ""id"":""22538"" }},";"{""data"": { ""id"":""22538"" }},"
12332;3;5-10 Miles;Europe;Yes;"{""data"": { ""id"":""12332"" }},";"{""data"": { ""id"":""12332"" }},"
17230;3;10+ Miles;Pacific;No;"{""data"": { ""id"":""17230"" }},";"{""data"": { ""id"":""17230"" }},"
13082;0;2-5 Miles;Pacific;Yes;"{""data"": { ""id"":""13082"" }},";"{""data"": { ""id"":""13082"" }},"
22518;2;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""22518"" }},";"{""data"": { ""id"":""22518"" }},"
13687;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""13687"" }},";"{""data"": { ""id"":""13687"" }},"
23571;2;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""23571"" }},";"{""data"": { ""id"":""23571"" }},"
19305;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""19305"" }},";"{""data"": { ""id"":""19305"" }},"
22636;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""22636"" }},";"{""data"": { ""id"":""22636"" }},"
17310;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""17310"" }},";"{""data"": { ""id"":""17310"" }},"
12133;3;5-10 Miles;Europe;Yes;"{""data"": { ""id"":""12133"" }},";"{""data"": { ""id"":""12133"" }},"
25918;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""25918"" }},";"{""data"": { ""id"":""25918"" }},"
25752;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""25752"" }},";"{""data"": { ""id"":""25752"" }},"
17324;1;10+ Miles;Pacific;No;"{""data"": { ""id"":""17324"" }},";"{""data"": { ""id"":""17324"" }},"
22918;3;0-1 Miles;Pacific;No;"{""data"": { ""id"":""22918"" }},";"{""data"": { ""id"":""22918"" }},"
12510;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""12510"" }},";"{""data"": { ""id"":""12510"" }},"
25512;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""25512"" }},";"{""data"": { ""id"":""25512"" }},"
16179;4;1-2 Miles;Pacific;No;"{""data"": { ""id"":""16179"" }},";"{""data"": { ""id"":""16179"" }},"
15628;1;0-1 Miles;Europe;No;"{""data"": { ""id"":""15628"" }},";"{""data"": { ""id"":""15628"" }},"
20977;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""20977"" }},";"{""data"": { ""id"":""20977"" }},"
18140;3;5-10 Miles;Europe;Yes;"{""data"": { ""id"":""18140"" }},";"{""data"": { ""id"":""18140"" }},"
20417;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""20417"" }},";"{""data"": { ""id"":""20417"" }},"
18267;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""18267"" }},";"{""data"": { ""id"":""18267"" }},"
13620;3;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""13620"" }},";"{""data"": { ""id"":""13620"" }},"
22974;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""22974"" }},";"{""data"": { ""id"":""22974"" }},"
13586;2;10+ Miles;Europe;No;"{""data"": { ""id"":""13586"" }},";"{""data"": { ""id"":""13586"" }},"
17978;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""17978"" }},";"{""data"": { ""id"":""17978"" }},"
12581;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""12581"" }},";"{""data"": { ""id"":""12581"" }},"
18018;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""18018"" }},";"{""data"": { ""id"":""18018"" }},"
28957;4;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""28957"" }},";"{""data"": { ""id"":""28957"" }},"
13690;2;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""13690"" }},";"{""data"": { ""id"":""13690"" }},"
12568;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12568"" }},";"{""data"": { ""id"":""12568"" }},"
13122;1;1-2 Miles;Pacific;Yes;"{""data"": { ""id"":""13122"" }},";"{""data"": { ""id"":""13122"" }},"
21184;1;5-10 Miles;Pacific;No;"{""data"": { ""id"":""21184"" }},";"{""data"": { ""id"":""21184"" }},"
26150;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""26150"" }},";"{""data"": { ""id"":""26150"" }},"
24151;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""24151"" }},";"{""data"": { ""id"":""24151"" }},"
23962;2;1-2 Miles;Europe;No;"{""data"": { ""id"":""23962"" }},";"{""data"": { ""id"":""23962"" }},"
17793;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""17793"" }},";"{""data"": { ""id"":""17793"" }},"
14926;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""14926"" }},";"{""data"": { ""id"":""14926"" }},"
16163;1;2-5 Miles;Pacific;Yes;"{""data"": { ""id"":""16163"" }},";"{""data"": { ""id"":""16163"" }},"
21365;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""21365"" }},";"{""data"": { ""id"":""21365"" }},"
27771;1;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""27771"" }},";"{""data"": { ""id"":""27771"" }},"
26167;1;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""26167"" }},";"{""data"": { ""id"":""26167"" }},"
25792;4;10+ Miles;Europe;No;"{""data"": { ""id"":""25792"" }},";"{""data"": { ""id"":""25792"" }},"
11555;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""11555"" }},";"{""data"": { ""id"":""11555"" }},"
22381;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""22381"" }},";"{""data"": { ""id"":""22381"" }},"
17882;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""17882"" }},";"{""data"": { ""id"":""17882"" }},"
22174;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""22174"" }},";"{""data"": { ""id"":""22174"" }},"
22439;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""22439"" }},";"{""data"": { ""id"":""22439"" }},"
18012;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""18012"" }},";"{""data"": { ""id"":""18012"" }},"
27582;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""27582"" }},";"{""data"": { ""id"":""27582"" }},"
12744;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12744"" }},";"{""data"": { ""id"":""12744"" }},"
22821;4;0-1 Miles;Europe;No;"{""data"": { ""id"":""22821"" }},";"{""data"": { ""id"":""22821"" }},"
20171;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""20171"" }},";"{""data"": { ""id"":""20171"" }},"
11116;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""11116"" }},";"{""data"": { ""id"":""11116"" }},"
20053;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""20053"" }},";"{""data"": { ""id"":""20053"" }},"
25266;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""25266"" }},";"{""data"": { ""id"":""25266"" }},"
17960;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""17960"" }},";"{""data"": { ""id"":""17960"" }},"
13961;3;0-1 Miles;Pacific;No;"{""data"": { ""id"":""13961"" }},";"{""data"": { ""id"":""13961"" }},"
11897;1;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""11897"" }},";"{""data"": { ""id"":""11897"" }},"
11139;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""11139"" }},";"{""data"": { ""id"":""11139"" }},"
11576;2;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""11576"" }},";"{""data"": { ""id"":""11576"" }},"
19255;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""19255"" }},";"{""data"": { ""id"":""19255"" }},"
18153;4;10+ Miles;Europe;No;"{""data"": { ""id"":""18153"" }},";"{""data"": { ""id"":""18153"" }},"
14547;0;1-2 Miles;Europe;No;"{""data"": { ""id"":""14547"" }},";"{""data"": { ""id"":""14547"" }},"
24901;3;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""24901"" }},";"{""data"": { ""id"":""24901"" }},"
27169;1;2-5 Miles;Europe;Yes;"{""data"": { ""id"":""27169"" }},";"{""data"": { ""id"":""27169"" }},"
14805;2;0-1 Miles;Europe;No;"{""data"": { ""id"":""14805"" }},";"{""data"": { ""id"":""14805"" }},"
15822;2;0-1 Miles;Pacific;No;"{""data"": { ""id"":""15822"" }},";"{""data"": { ""id"":""15822"" }},"
19389;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""19389"" }},";"{""data"": { ""id"":""19389"" }},"
17048;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""17048"" }},";"{""data"": { ""id"":""17048"" }},"
22204;3;2-5 Miles;Pacific;No;"{""data"": { ""id"":""22204"" }},";"{""data"": { ""id"":""22204"" }},"
12718;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""12718"" }},";"{""data"": { ""id"":""12718"" }},"
15019;2;5-10 Miles;Pacific;No;"{""data"": { ""id"":""15019"" }},";"{""data"": { ""id"":""15019"" }},"
28488;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""28488"" }},";"{""data"": { ""id"":""28488"" }},"
21891;3;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""21891"" }},";"{""data"": { ""id"":""21891"" }},"
27814;1;0-1 Miles;Europe;No;"{""data"": { ""id"":""27814"" }},";"{""data"": { ""id"":""27814"" }},"
22175;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""22175"" }},";"{""data"": { ""id"":""22175"" }},"
29447;1;2-5 Miles;Europe;No;"{""data"": { ""id"":""29447"" }},";"{""data"": { ""id"":""29447"" }},"
19784;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""19784"" }},";"{""data"": { ""id"":""19784"" }},"
27824;2;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""27824"" }},";"{""data"": { ""id"":""27824"" }},"
24093;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""24093"" }},";"{""data"": { ""id"":""24093"" }},"
19618;2;0-1 Miles;Pacific;No;"{""data"": { ""id"":""19618"" }},";"{""data"": { ""id"":""19618"" }},"
21561;3;10+ Miles;Pacific;Yes;"{""data"": { ""id"":""21561"" }},";"{""data"": { ""id"":""21561"" }},"
11061;2;5-10 Miles;Pacific;Yes;"{""data"": { ""id"":""11061"" }},";"{""data"": { ""id"":""11061"" }},"
26651;0;0-1 Miles;Pacific;Yes;"{""data"": { ""id"":""26651"" }},";"{""data"": { ""id"":""26651"" }},"
21108;1;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""21108"" }},";"{""data"": { ""id"":""21108"" }},"
12731;1;1-2 Miles;Europe;No;"{""data"": { ""id"":""12731"" }},";"{""data"": { ""id"":""12731"" }},"
25307;1;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""25307"" }},";"{""data"": { ""id"":""25307"" }},"
14278;1;10+ Miles;Pacific;No;"{""data"": { ""id"":""14278"" }},";"{""data"": { ""id"":""14278"" }},"
20711;0;1-2 Miles;Europe;Yes;"{""data"": { ""id"":""20711"" }},";"{""data"": { ""id"":""20711"" }},"
11383;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""11383"" }},";"{""data"": { ""id"":""11383"" }},"
12497;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""12497"" }},";"{""data"": { ""id"":""12497"" }},"
16559;0;0-1 Miles;Europe;Yes;"{""data"": { ""id"":""16559"" }},";"{""data"": { ""id"":""16559"" }},"
11585;0;0-1 Miles;Europe;No;"{""data"": { ""id"":""11585"" }},";"{""data"": { ""id"":""11585"" }},"
20277;2;0-1 Miles;Pacific;No;"{""data"": { ""id"":""20277"" }},";"{""data"": { ""id"":""20277"" }},"
